,requestLatency,predictionLatency,fullLatency
0,2.802192449569702,2.7863574028015137,11.76897382736206
1,2.4242076873779297,2.409597635269165,11.727864503860474
2,2.2808845043182373,2.2698404788970947,11.171386480331421
3,2.4507040977478027,2.4182920455932617,11.315617799758911
4,2.3618621826171875,2.3509514331817627,10.670918941497803
5,2.257155179977417,2.245905876159668,10.652364015579224
6,2.174548864364624,2.164710760116577,10.570807456970215
7,2.281543254852295,2.2687840461730957,11.085210800170898
8,2.3260293006896973,2.315100908279419,10.839382410049438
9,2.2514877319335938,2.2405753135681152,10.853307008743286
