,requestLatency,predictionLatency,fullLatency
0,4.987132549285889,4.975025415420532,12.459579467773438
1,4.979127407073975,4.967229127883911,12.487154006958008
2,5.225536108016968,5.214229583740234,12.87660264968872
3,4.3662519454956055,4.356214284896851,11.615293025970459
4,5.086421489715576,5.07513689994812,12.819084405899048
5,5.342844009399414,5.328626871109009,12.711521625518799
6,5.311293840408325,5.299226522445679,12.870917081832886
7,4.4337358474731445,4.423698902130127,11.926701784133911
8,5.0004847049713135,4.989058494567871,12.395949840545654
9,5.211966514587402,5.197646379470825,12.63019871711731
