,requestLatency,predictionLatency,fullLatency
0,0.5586526393890381,0.5584661960601807,0.8291060924530029
1,0.5825276374816895,0.5823366641998291,0.8607892990112305
2,0.5627346038818359,0.5625393390655518,0.8550076484680176
3,0.6080622673034668,0.6078751087188721,0.8862810134887695
4,0.5943586826324463,0.5941870212554932,0.8729746341705322
5,0.5907177925109863,0.5905447006225586,0.890300989151001
6,0.5929272174835205,0.592754602432251,0.8649230003356934
7,0.5950713157653809,0.5948925018310547,0.8840563297271729
8,0.608522891998291,0.6083095073699951,0.8892371654510498
9,0.6280386447906494,0.6278607845306396,0.8993823528289795
10,0.5872535705566406,0.5870821475982666,0.8194572925567627
11,0.5901076793670654,0.5898914337158203,0.8150765895843506
12,0.5860331058502197,0.5858440399169922,0.8800666332244873
13,0.5910921096801758,0.5909237861633301,0.8642289638519287
14,0.5699522495269775,0.569753885269165,0.8605005741119385
15,0.5639925003051758,0.5638024806976318,0.8343944549560547
16,0.5648181438446045,0.5646450519561768,0.8348252773284912
17,0.5724718570709229,0.5723023414611816,0.9158639907836914
18,0.5927309989929199,0.5925498008728027,0.8707349300384521
19,0.5860517024993896,0.5858445167541504,0.8570234775543213
20,0.5725834369659424,0.5723955631256104,0.8434619903564453
21,0.5724780559539795,0.5722832679748535,0.8863558769226074
22,0.5827386379241943,0.5825724601745605,0.8640365600585938
23,0.5690391063690186,0.5688626766204834,0.8271491527557373
24,0.5765194892883301,0.576343297958374,0.8530902862548828
