,requestLatency,predictionLatency,fullLatency
0,4.277480602264404,4.248531103134155,17.808025360107422
1,5.017231225967407,4.995964527130127,18.800564527511597
2,4.381329774856567,4.360311508178711,16.090235710144043
3,4.356420516967773,4.3336029052734375,16.50489640235901
4,4.126634359359741,4.108292102813721,15.6690914630889
5,4.425751686096191,4.4033522605896,18.449545860290527
6,4.301946640014648,4.280907869338989,16.215413331985474
7,4.613356351852417,4.592766284942627,18.254152297973633
8,4.425863981246948,4.413523435592651,16.455167531967163
9,4.241779088973999,4.223233699798584,16.264291763305664
