,requestLatency,predictionLatency,fullLatency
0,0.302248477935791,0.3021066188812256,0.5051045417785645
1,0.3023099899291992,0.3021657466888428,0.5086984634399414
2,0.309004545211792,0.3088681697845459,0.5030992031097412
3,0.30887389183044434,0.3087313175201416,0.5158576965332031
4,0.3044929504394531,0.304349422454834,0.5000443458557129
5,0.30548858642578125,0.3053421974182129,0.4970097541809082
6,0.3053774833679199,0.3052394390106201,0.5040268898010254
7,0.38173818588256836,0.3815953731536865,0.5701448917388916
8,0.30495715141296387,0.3047940731048584,0.49722909927368164
9,0.30245232582092285,0.3023080825805664,0.4954092502593994
10,0.31355738639831543,0.3134143352508545,0.5084853172302246
11,0.3104367256164551,0.31029415130615234,0.504042387008667
12,0.3094208240509033,0.3092782497406006,0.4962763786315918
13,0.30553436279296875,0.30538463592529297,0.4988698959350586
14,0.30826663970947266,0.30812644958496094,0.5060648918151855
15,0.30751800537109375,0.3073756694793701,0.49451136589050293
16,0.30104970932006836,0.3009030818939209,0.494309663772583
17,0.30743861198425293,0.3072779178619385,0.5002944469451904
18,0.2992551326751709,0.2991147041320801,0.4919168949127197
19,0.30166149139404297,0.30150938034057617,0.5041093826293945
20,0.3043370246887207,0.3041956424713135,0.49886059761047363
21,0.3057873249053955,0.3056454658508301,0.5042946338653564
22,0.3104069232940674,0.31026744842529297,0.5049760341644287
23,0.3069159984588623,0.30676937103271484,0.5129303932189941
24,0.30414652824401855,0.3040010929107666,0.5065538883209229
